ID,Case ID,Case Name,Group ID,Group Name,Item Name,Item Type,Created by User Name,Created by User ID,Created Time,Last Edited by User Name,Last Edited by User ID,Last Edited Time,isDeleted
1370,2,Red Hat Robbers,101,Team DJZ,Julie Mullin,person,zmp5032,157,10/27/2015-12:10:52,zmp5032,157,10/27/2015-12:14:39,FALSE
1371,2,Red Hat Robbers,78,The Mystery Gang,Tyler ‰ÛÏYaz‰Ûù Yastrzemski,person,Francis,144,10/27/2015-12:10:55,Francis,144,10/27/2015-12:10:56,FALSE
1372,2,Red Hat Robbers,77,Caught red-handed,they backed out the way they came in,resource,Nellson14,134,10/27/2015-12:10:56,Nellson14,134,10/27/2015-12:10:57,FALSE
1373,2,Red Hat Robbers,83,GracieAbeMacy,Patricia Shaffner,person,njh5161,151,10/27/2015-12:10:57,pjg5172,136,11/01/2015-16:15:40,FALSE
1374,2,Red Hat Robbers,101,Team DJZ,dark green hoodie is found in a dumpster in Calder Alley,resource,dfl5057,155,10/27/2015-12:11:06,dfl5057,155,10/27/2015-12:11:06,FALSE
1375,2,Red Hat Robbers,101,Team DJZ,Chris Clark,person,zmp5032,157,10/27/2015-12:11:13,zmp5032,157,10/27/2015-12:11:13,FALSE
1376,2,Red Hat Robbers,93,Red Hat Researchers,Erin Hecker,person,,,10/27/2015-12:11:14,rad5404,150,10/27/2015-12:20:45,FALSE
1377,2,Red Hat Robbers,81,Triple Threat ,"$1,550",resource,kmc6016,36,10/27/2015-12:11:18,kmc6016,36,10/29/2015-11:48:50,TRUE
1380,2,Red Hat Robbers,84,CANTalytics,Red baseball cap,person,,,10/27/2015-12:11:26,,,10/27/2015-12:11:26,FALSE
1379,2,Red Hat Robbers,84,CANTalytics,Male,person,,,10/27/2015-12:11:26,,,10/27/2015-12:11:26,FALSE
1378,2,Red Hat Robbers,84,CANTalytics,12 Jan/4:25 PM,event,nickmnader,35,10/27/2015-12:11:26,Bsk5105,30,11/01/2015-18:54:32,FALSE
1382,2,Red Hat Robbers,85,Team CMP,"1767 N Atherton St. SC, PA",location,PatB,149,10/27/2015-12:11:27,mikemorelli,132,10/27/2015-12:20:02,FALSE
1381,2,Red Hat Robbers,77,Caught red-handed,Suspect turns and runs from the bank,event,LorenzoAuffant,54,10/27/2015-12:11:27,LorenzoAuffant,54,10/27/2015-12:11:27,FALSE
1383,2,Red Hat Robbers,78,The Mystery Gang,Julie Mullin,person,Francis,144,10/27/2015-12:11:29,Francis,144,10/27/2015-12:11:29,FALSE
1384,2,Red Hat Robbers,81,Triple Threat ,First National Bank Downtown,location,colleenallen,60,10/27/2015-12:11:36,colleenallen,60,10/29/2015-11:49:39,TRUE
1385,2,Red Hat Robbers,92,Red Hat Analysts ,Calder Alley,location,des5491,44,10/27/2015-12:11:37,des5491,44,10/27/2015-12:11:37,FALSE
1386,2,Red Hat Robbers,92,Red Hat Analysts ,approaching the bank from Patton Ln.,event,cmg5726,133,10/27/2015-12:11:53,cmg5726,133,10/29/2015-11:41:24,TRUE
1387,2,Red Hat Robbers,78,The Mystery Gang,Chris Clark,person,Francis,144,10/27/2015-12:11:59,Francis,144,10/27/2015-12:11:59,FALSE
1388,2,Red Hat Robbers,85,Team CMP,Jacky Shortledge,person,cjs1161,148,10/27/2015-12:12:04,cjs1161,148,10/27/2015-12:12:04,FALSE
1390,2,Red Hat Robbers,87,TeamJaws,Joe Williamson,person,,,10/27/2015-12:12:09,,,10/27/2015-12:12:09,FALSE
1389,2,Red Hat Robbers,87,TeamJaws,I left my customer to check on Erika and then we all watched as the guy ran around the parking lot.,event,epm5108,61,10/27/2015-12:12:09,epm5108,61,10/27/2015-12:12:09,FALSE
1391,2,Red Hat Robbers,82,Analyticats,Julie Mullin,person,gkw5026,141,10/27/2015-12:12:19,gkw5026,141,10/27/2015-12:25:37,FALSE
1392,2,Red Hat Robbers,77,Caught red-handed,came in the exit lane,resource,Nellson14,134,10/27/2015-12:12:37,Nellson14,134,10/27/2015-12:12:37,FALSE
1393,2,Red Hat Robbers,101,Team DJZ,ski mask,resource,zmp5032,157,10/27/2015-12:12:42,zmp5032,157,11/01/2015-15:41:55,FALSE
1394,2,Red Hat Robbers,82,Analyticats,Tyler ‰ÛÏYaz‰Ûù Yastrzemski,person,Emelendez89,153,10/27/2015-12:12:48,gkw5026,141,10/27/2015-12:25:31,FALSE
1395,2,Red Hat Robbers,87,TeamJaws,Suspect - Reliance Bank,person,epm5108,61,10/27/2015-12:12:49,epm5108,61,10/27/2015-12:14:14,FALSE
1396,2,Red Hat Robbers,89,Team J.A.Z.,Erika Keen,person,AGParadis,145,10/27/2015-12:12:51,AGParadis,145,10/27/2015-12:12:51,FALSE
1397,2,Red Hat Robbers,92,Red Hat Analysts ,Northwest Savings Bank Robbery,event,wpg5026,34,10/27/2015-12:12:59,wpg5026,34,10/30/2015-15:37:20,FALSE
1399,2,Red Hat Robbers,79,JMN 231,LWM enters the bank wearing a red ball cap and red shirt and backpack. He heads directly to the closest teller window where he is shown gesturing and leaning over the teller window.,event,jpz5064,139,10/27/2015-12:13:13,jpz5064,139,10/27/2015-12:14:09,FALSE
1400,2,Red Hat Robbers,81,Triple Threat ,the guy who handed me the note,person,kmc6016,36,10/27/2015-12:13:16,kmc6016,36,10/29/2015-11:48:00,TRUE
1401,2,Red Hat Robbers,101,Team DJZ,Northwest Savings Bank,location,zmp5032,157,10/27/2015-12:13:31,jam6755,156,10/29/2015-11:26:06,FALSE
1402,2,Red Hat Robbers,81,Triple Threat ,Woodycrest St,location,kmc6016,36,10/27/2015-12:13:42,kmc6016,36,10/27/2015-12:13:42,FALSE
1403,2,Red Hat Robbers,79,JMN 231,Suspect is shown departing the bank after stuffing the bank bag into his backpack,event,jpz5064,139,10/27/2015-12:13:52,jpz5064,139,10/27/2015-12:13:52,FALSE
1404,2,Red Hat Robbers,81,Triple Threat ,Atherton,location,kmc6016,36,10/27/2015-12:13:54,kmc6016,36,10/27/2015-12:13:54,FALSE
1405,2,Red Hat Robbers,92,Red Hat Analysts ,single brown leather glove,resource,des5491,44,10/27/2015-12:13:55,des5491,44,10/27/2015-18:04:38,FALSE
1406,2,Red Hat Robbers,77,Caught red-handed,I figured the guy didn‰Ûªt understand how our drive-up window operates cause he came in the exit lane.,resource,Nellson14,134,10/27/2015-12:13:56,Nellson14,134,10/27/2015-12:13:56,FALSE
1407,2,Red Hat Robbers,77,Caught red-handed,"A lone white male of medium build, clean-shaven and wearing a red ball cap enters the Sovereign Bank around 9:00 AM and proceeds directly to the teller window. The man pushes a bag across the counter and orders the teller to fill it up",event,davidsmitchell,65,10/27/2015-12:14:04,davidsmitchell,65,10/27/2015-12:14:04,FALSE
1408,2,Red Hat Robbers,85,Team CMP,Tyler Yastrzemski,person,cjs1161,148,10/27/2015-12:14:11,cjs1161,148,10/27/2015-12:14:49,FALSE
1409,2,Red Hat Robbers,80,Team Nice,Reliance Bank,location,mjr5679,135,10/27/2015-12:14:11,mjr5679,135,10/27/2015-12:14:11,FALSE
1410,2,Red Hat Robbers,81,Triple Threat ,Michelle Leblanc,person,kmc6016,36,10/27/2015-12:14:14,colleenallen,60,11/01/2015-16:34:56,TRUE
1411,2,Red Hat Robbers,87,TeamJaws,"Two men are seen walking toward the bank, from the direction of storefront buildings in Hills Plaza. The men are walking one in front of the other. The man in the back seems to be prodding the man in front forward",event,mjs6359,27,10/27/2015-12:14:19,mjs6359,27,10/27/2015-12:14:19,FALSE
1412,2,Red Hat Robbers,81,Triple Threat ,Mike Holden,person,kmc6016,36,10/27/2015-12:14:23,colleenallen,60,11/01/2015-16:35:04,TRUE
1413,2,Red Hat Robbers,80,Team Nice,Sovereign Bank,location,mjr5679,135,10/27/2015-12:14:25,mjr5679,135,10/27/2015-12:14:25,FALSE
1414,2,Red Hat Robbers,101,Team DJZ,Michelle Leblanc,person,zmp5032,157,10/27/2015-12:14:30,zmp5032,157,10/27/2015-12:14:30,FALSE
1415,2,Red Hat Robbers,81,Triple Threat ,Jeff Van Natter,person,kmc6016,36,10/27/2015-12:14:31,colleenallen,60,11/01/2015-16:35:13,TRUE
1416,2,Red Hat Robbers,82,Analyticats,Chris Clark,person,Emelendez89,153,10/27/2015-12:14:33,Emelendez89,153,10/27/2015-12:17:08,FALSE
1417,2,Red Hat Robbers,87,TeamJaws,the robbers wore red hats.,resource,asl5270,24,10/27/2015-12:14:44,asl5270,24,10/27/2015-12:14:44,FALSE
1418,2,Red Hat Robbers,77,Caught red-handed,BOMB bring $$$ NOW,resource,Nellson14,134,10/27/2015-12:14:48,Nellson14,134,10/27/2015-12:14:48,FALSE
1419,2,Red Hat Robbers,81,Triple Threat ,W. Clearview,location,kmc6016,36,10/27/2015-12:15:02,kmc6016,36,10/29/2015-11:55:59,TRUE
1420,2,Red Hat Robbers,101,Team DJZ,Mike Holden,person,zmp5032,157,10/27/2015-12:15:03,zmp5032,157,10/27/2015-12:15:03,FALSE
1421,2,Red Hat Robbers,83,GracieAbeMacy,a man,person,rop5144,131,10/27/2015-12:15:03,rop5144,131,10/27/2015-12:15:03,FALSE
1422,2,Red Hat Robbers,80,Team Nice,First National Bank Downtown,location,mjr5679,135,10/27/2015-12:15:09,ethan_b,152,10/29/2015-12:15:44,TRUE
1423,2,Red Hat Robbers,81,Triple Threat ,Waddle Rd,location,kmc6016,36,10/27/2015-12:15:11,kmc6016,36,10/29/2015-11:54:34,TRUE
1424,2,Red Hat Robbers,92,Red Hat Analysts ,Suspect is seen pacing in the parking lot of the bank,event,cmg5726,133,10/27/2015-12:15:21,cmg5726,133,10/29/2015-11:41:35,TRUE
1425,2,Red Hat Robbers,84,CANTalytics,Case 1 Suspect 1,person,ral5341,33,10/27/2015-12:15:22,ral5341,33,10/29/2015-11:56:41,FALSE
1426,2,Red Hat Robbers,101,Team DJZ,Jeff Van Natter,person,zmp5032,157,10/27/2015-12:15:23,zmp5032,157,10/27/2015-12:15:23,FALSE
1427,2,Red Hat Robbers,81,Triple Threat ,man enter the ATM lobby,person,colleenallen,60,10/27/2015-12:15:25,colleenallen,60,10/29/2015-11:42:45,TRUE
1428,2,Red Hat Robbers,85,Team CMP,"734 S Atherton St. SC, PA",location,PatB,149,10/27/2015-12:15:31,PatB,149,10/27/2015-12:15:31,FALSE
1429,2,Red Hat Robbers,80,Team Nice,Northwest SavingsBank,location,mlh5612,57,10/27/2015-12:15:38,mjr5679,135,10/27/2015-12:15:50,FALSE
1430,2,Red Hat Robbers,85,Team CMP,Tyler ‰ÛÏYaz‰Ûù Yastrzemski,person,cjs1161,148,10/27/2015-12:15:39,cjs1161,148,10/27/2015-12:15:39,FALSE
1431,2,Red Hat Robbers,87,TeamJaws,Demands money via note,event,mjs6359,27,10/27/2015-12:15:44,mjs6359,27,10/29/2015-12:04:25,FALSE
1432,2,Red Hat Robbers,89,Team J.A.Z.,Joe Williamson,person,AGParadis,145,10/27/2015-12:15:49,AGParadis,145,10/27/2015-12:15:49,FALSE
1433,2,Red Hat Robbers,92,Red Hat Analysts ,"Ameriserv Financial 734 S Atherton St. SC, PA",location,des5491,44,10/27/2015-12:15:55,des5491,44,10/27/2015-12:15:55,FALSE
1434,2,Red Hat Robbers,83,GracieAbeMacy,SB suspect 1,person,pjg5172,136,10/27/2015-12:16:02,pjg5172,136,10/27/2015-12:25:00,FALSE
1436,2,Red Hat Robbers,81,Triple Threat ,red ski mask,resource,colleenallen,60,10/27/2015-12:16:04,colleenallen,60,10/29/2015-11:49:06,TRUE
1435,2,Red Hat Robbers,80,Team Nice,Ameriserv Financial,location,mlh5612,57,10/27/2015-12:16:04,mjr5679,135,10/27/2015-12:16:55,FALSE
1437,2,Red Hat Robbers,81,Triple Threat ,man in the back,person,kmc6016,36,10/27/2015-12:16:06,kmc6016,36,10/29/2015-11:49:07,TRUE
1438,2,Red Hat Robbers,85,Team CMP,Julie Mullin,person,cjs1161,148,10/27/2015-12:16:07,cjs1161,148,10/27/2015-12:16:07,FALSE
1439,2,Red Hat Robbers,84,CANTalytics,Northwest SavingsBank,location,Bsk5105,30,10/27/2015-12:16:09,Bsk5105,30,10/27/2015-12:16:09,FALSE
1440,2,Red Hat Robbers,92,Red Hat Analysts ,Michelle Leblanc,person,wpg5026,34,10/27/2015-12:16:21,wpg5026,34,10/27/2015-12:16:21,FALSE
1442,2,Red Hat Robbers,101,Team DJZ,"$1,500",resource,zmp5032,157,10/27/2015-12:16:29,zmp5032,157,10/27/2015-12:16:29,FALSE
1441,2,Red Hat Robbers,85,Team CMP,Cybil Flowers,person,mikemorelli,132,10/27/2015-12:16:29,mikemorelli,132,10/27/2015-12:16:29,FALSE
1443,2,Red Hat Robbers,84,CANTalytics,Case 2 Suspect 1,person,ral5341,33,10/27/2015-12:16:29,ral5341,33,10/29/2015-11:58:09,FALSE
1444,2,Red Hat Robbers,86,Team Eagle,Suspect 1,person,frk5020,147,10/27/2015-12:16:30,frk5020,147,10/29/2015-11:45:36,TRUE
1445,2,Red Hat Robbers,81,Triple Threat ,The aggressive man,person,kmc6016,36,10/27/2015-12:16:32,kmc6016,36,10/29/2015-11:50:03,TRUE
1446,2,Red Hat Robbers,79,JMN 231,lone white male/Suspect Sovereign bank,person,MattSebright20,140,10/27/2015-12:16:32,MattSebright20,140,10/27/2015-12:17:33,FALSE
1447,2,Red Hat Robbers,101,Team DJZ,Five Guys,location,jam6755,156,10/27/2015-12:16:35,jam6755,156,10/27/2015-12:16:35,FALSE
1448,2,Red Hat Robbers,85,Team CMP,the guy left his ski hat behind.,event,PatB,149,10/27/2015-12:16:36,PatB,149,10/27/2015-12:16:36,FALSE
1449,2,Red Hat Robbers,77,Caught red-handed,Searle Spence's observation,resource,Nellson14,134,10/27/2015-12:16:43,Nellson14,134,10/29/2015-11:26:30,FALSE
1450,2,Red Hat Robbers,78,The Mystery Gang,Michelle Leblanc,person,Francis,144,10/27/2015-12:16:44,Francis,144,10/27/2015-12:16:44,FALSE
1451,2,Red Hat Robbers,85,Team CMP,Chris Clark,person,cjs1161,148,10/27/2015-12:16:46,cjs1161,148,10/27/2015-12:16:46,FALSE
1452,2,Red Hat Robbers,85,Team CMP,Reed Davis,person,mikemorelli,132,10/27/2015-12:16:48,mikemorelli,132,10/27/2015-12:16:48,FALSE
1453,2,Red Hat Robbers,90,MSR,Suspect(Reliance Bank),person,RichardFabrizio,77,10/27/2015-12:16:49,RichardFabrizio,77,10/27/2015-12:16:49,FALSE
1454,2,Red Hat Robbers,84,CANTalytics,Citizen‰Ûªs Bank,location,Bsk5105,30,10/27/2015-12:16:49,Bsk5105,30,10/27/2015-12:16:50,FALSE
1455,2,Red Hat Robbers,81,Triple Threat ,Ameriserv Financial,location,kmc6016,36,10/27/2015-12:16:55,colleenallen,60,10/27/2015-12:19:20,FALSE
1456,2,Red Hat Robbers,101,Team DJZ,two men,person,zmp5032,157,10/27/2015-12:16:58,zmp5032,157,10/27/2015-12:16:58,FALSE
1458,2,Red Hat Robbers,92,Red Hat Analysts ,Cybil Flowers,person,des5491,44,10/27/2015-12:17:01,des5491,44,10/27/2015-12:18:27,FALSE
1459,2,Red Hat Robbers,84,CANTalytics,the robber,person,ral5341,33,10/27/2015-12:17:04,ral5341,33,10/27/2015-12:17:04,FALSE
1460,2,Red Hat Robbers,85,Team CMP,Vince Starling,person,mikemorelli,132,10/27/2015-12:17:06,mikemorelli,132,10/27/2015-12:17:06,FALSE
1461,2,Red Hat Robbers,80,Team Nice,Citizen‰Ûªs Bank,location,mlh5612,57,10/27/2015-12:17:11,mjr5679,135,10/27/2015-12:17:15,FALSE
1463,2,Red Hat Robbers,78,The Mystery Gang,Mike Holden,person,Francis,144,10/27/2015-12:17:13,Francis,144,10/27/2015-12:17:13,FALSE
1462,2,Red Hat Robbers,77,Caught red-handed,Sean McQueen,person,davidsmitchell,65,10/27/2015-12:17:13,davidsmitchell,65,10/27/2015-12:17:13,FALSE
1464,2,Red Hat Robbers,89,Team J.A.Z.,First National Bank Downtown,location,zcm5026,143,10/27/2015-12:17:23,zcm5026,143,10/27/2015-12:17:23,FALSE
1465,2,Red Hat Robbers,87,TeamJaws,White van - Reliance bank,resource,epm5108,61,10/27/2015-12:17:26,epm5108,61,10/27/2015-12:17:26,FALSE
1466,2,Red Hat Robbers,92,Red Hat Analysts ,Suspect is shown running down N Atherton,event,cmg5726,133,10/27/2015-12:17:33,cmg5726,133,10/29/2015-11:42:29,TRUE
1467,2,Red Hat Robbers,80,Team Nice,"Dunkin Donuts, 200 W College Ave",location,mlh5612,57,10/27/2015-12:17:37,mlh5612,57,10/27/2015-12:17:37,FALSE
1468,2,Red Hat Robbers,77,Caught red-handed,Dumpster in Calder Alley behind Five Guys ,location,LorenzoAuffant,54,10/27/2015-12:17:43,LorenzoAuffant,54,10/27/2015-12:17:43,FALSE
1469,2,Red Hat Robbers,92,Red Hat Analysts ,Reed Davis,person,des5491,44,10/27/2015-12:17:46,des5491,44,10/27/2015-12:21:45,FALSE
1470,2,Red Hat Robbers,77,Caught red-handed,Jacky Shortledge,person,davidsmitchell,65,10/27/2015-12:17:46,davidsmitchell,65,10/27/2015-12:17:46,FALSE
1471,2,Red Hat Robbers,85,Team CMP,Michelle Leblanc,person,mikemorelli,132,10/27/2015-12:17:52,mikemorelli,132,10/27/2015-12:17:52,FALSE
1472,2,Red Hat Robbers,87,TeamJaws,Ameriserv Financial,location,mjs6359,27,10/27/2015-12:17:54,mjs6359,27,10/27/2015-12:17:54,FALSE
1473,2,Red Hat Robbers,78,The Mystery Gang,Jeff Van Natter,person,Francis,144,10/27/2015-12:17:57,Francis,144,10/27/2015-12:17:57,FALSE
1475,2,Red Hat Robbers,84,CANTalytics,Dunkin Donut,location,Bsk5105,30,10/27/2015-12:18:07,Bsk5105,30,10/29/2015-11:20:27,TRUE
1476,2,Red Hat Robbers,80,Team Nice,white van ,resource,ethan_b,152,10/27/2015-12:18:08,ethan_b,152,10/27/2015-12:23:50,TRUE
1477,2,Red Hat Robbers,84,CANTalytics,the robber wore a red hat,person,ral5341,33,10/27/2015-12:18:10,ral5341,33,10/27/2015-12:18:10,FALSE
1479,2,Red Hat Robbers,85,Team CMP,Jeff Van Natter,person,mikemorelli,132,10/27/2015-12:18:11,mikemorelli,132,10/27/2015-12:18:11,FALSE
1478,2,Red Hat Robbers,81,Triple Threat ,Eight armed men,person,colleenallen,60,10/27/2015-12:18:11,kmc6016,36,10/27/2015-12:19:51,FALSE
1480,2,Red Hat Robbers,92,Red Hat Analysts ,Vince Starling,person,des5491,44,10/27/2015-12:18:18,des5491,44,10/27/2015-12:23:40,FALSE
1481,2,Red Hat Robbers,85,Team CMP,Mike Holden,person,cjs1161,148,10/27/2015-12:18:24,cjs1161,148,10/27/2015-12:18:24,FALSE
1482,2,Red Hat Robbers,81,Triple Threat ,Cybil Flowers,person,kmc6016,36,10/27/2015-12:18:26,kmc6016,36,10/27/2015-12:18:26,FALSE
1483,2,Red Hat Robbers,82,Analyticats,Northwest SavingsBank,location,Emelendez89,153,10/27/2015-12:18:29,Emelendez89,153,11/01/2015-16:56:39,FALSE
1484,2,Red Hat Robbers,101,Team DJZ,hat,resource,zmp5032,157,10/27/2015-12:18:36,zmp5032,157,10/27/2015-12:18:36,FALSE
1485,2,Red Hat Robbers,81,Triple Threat ,Reed Davis,person,kmc6016,36,10/27/2015-12:18:47,kmc6016,36,10/28/2015-10:30:39,FALSE
1486,2,Red Hat Robbers,79,JMN 231,Ishler‰Ûªs Plumbing & Heating,location,jpz5064,139,10/27/2015-12:18:50,jpz5064,139,10/27/2015-12:22:24,FALSE
1487,2,Red Hat Robbers,87,TeamJaws,"5:14 pm: Suspect enters the bank, goes to form counter then approaches the teller.",event,epm5108,61,10/27/2015-12:18:52,epm5108,61,10/27/2015-12:18:52,FALSE
1488,2,Red Hat Robbers,84,CANTalytics,Dunkin Donuts,location,Bsk5105,30,10/27/2015-12:18:53,Bsk5105,30,10/27/2015-12:20:30,FALSE
1489,2,Red Hat Robbers,87,TeamJaws,Cybil Flowers,person,mjs6359,27,10/27/2015-12:18:54,mjs6359,27,10/29/2015-11:43:17,FALSE
1490,2,Red Hat Robbers,81,Triple Threat ,Vince Starling,person,kmc6016,36,10/27/2015-12:19:00,kmc6016,36,10/28/2015-10:32:38,FALSE
1492,2,Red Hat Robbers,89,Team J.A.Z.,Patricia Shaffner,person,AGParadis,145,10/27/2015-12:19:17,AGParadis,145,10/27/2015-12:19:17,FALSE
1493,2,Red Hat Robbers,87,TeamJaws,Reed Davis,person,mjs6359,27,10/27/2015-12:19:20,mjs6359,27,10/29/2015-11:43:17,FALSE
1494,2,Red Hat Robbers,89,Team J.A.Z.,Sovereign Bank,location,jtb5440,146,10/27/2015-12:19:21,jtb5440,146,10/27/2015-12:19:21,FALSE
1495,2,Red Hat Robbers,92,Red Hat Analysts ,Mike Holden,person,wpg5026,34,10/27/2015-12:19:25,wpg5026,34,10/27/2015-12:19:26,FALSE
1496,2,Red Hat Robbers,84,CANTalytics,guy running from the bank,person,ral5341,33,10/27/2015-12:19:30,ral5341,33,10/27/2015-12:19:30,FALSE
1497,2,Red Hat Robbers,90,MSR,Citizen‰Ûªs Bank,location,mib5572,142,10/27/2015-12:19:33,RichardFabrizio,77,11/01/2015-18:10:38,FALSE
1498,2,Red Hat Robbers,101,Team DJZ,corner of E. College and Fraser St.,location,jam6755,156,10/27/2015-12:19:34,jam6755,156,10/27/2015-12:19:34,FALSE
1499,2,Red Hat Robbers,80,Team Nice,pale blue van,resource,mjr5679,135,10/27/2015-12:19:34,mjr5679,135,10/27/2015-12:19:34,FALSE
1500,2,Red Hat Robbers,82,Analyticats,Ameriserv Financial,location,Emelendez89,153,10/27/2015-12:19:36,Emelendez89,153,10/29/2015-11:26:39,FALSE
1501,2,Red Hat Robbers,101,Team DJZ,Ameriserv Financial,location,zmp5032,157,10/27/2015-12:19:39,jam6755,156,10/29/2015-11:30:30,FALSE
1502,2,Red Hat Robbers,87,TeamJaws,Vince Starling,person,mjs6359,27,10/27/2015-12:19:40,mjs6359,27,10/27/2015-12:19:40,FALSE
1503,2,Red Hat Robbers,77,Caught red-handed,Sovereign Bank robber,person,davidsmitchell,65,10/27/2015-12:19:42,davidsmitchell,65,10/27/2015-12:19:42,FALSE
1504,2,Red Hat Robbers,80,Team Nice,white van,resource,ethan_b,152,10/27/2015-12:19:49,ethan_b,152,10/27/2015-12:19:50,FALSE
1505,2,Red Hat Robbers,101,Team DJZ,Eight armed men,person,zmp5032,157,10/27/2015-12:20:01,zmp5032,157,10/27/2015-12:20:01,FALSE
1506,2,Red Hat Robbers,84,CANTalytics,12 Jan/5:15 PM,event,nickmnader,35,10/27/2015-12:20:02,nickmnader,35,11/01/2015-19:43:24,FALSE
1507,2,Red Hat Robbers,81,Triple Threat ,20 Jan/11:45 PM,event,colleenallen,60,10/27/2015-12:20:03,kmc6016,36,10/29/2015-11:18:48,FALSE
1509,2,Red Hat Robbers,82,Analyticats,Citizen‰Ûªs Bank,location,Emelendez89,153,10/27/2015-12:20:15,Emelendez89,153,10/29/2015-11:26:46,FALSE
1510,2,Red Hat Robbers,81,Triple Threat ,Betty Anne,person,kmc6016,36,10/27/2015-12:20:16,kmc6016,36,10/29/2015-11:49:26,TRUE
1511,2,Red Hat Robbers,83,GracieAbeMacy,"The teller handed over $1,000",event,rop5144,131,10/27/2015-12:20:26,rop5144,131,11/01/2015-17:16:53,FALSE
1512,2,Red Hat Robbers,81,Triple Threat ,gun,resource,lez5038,32,10/27/2015-12:20:30,kmc6016,36,10/29/2015-11:48:59,TRUE
1513,2,Red Hat Robbers,90,MSR,"He never said a word the whole time, he just took the money and left",event,RichardFabrizio,77,10/27/2015-12:20:31,RichardFabrizio,77,10/27/2015-12:20:31,FALSE
1514,2,Red Hat Robbers,92,Red Hat Analysts ,Jeff Van Natter,person,wpg5026,34,10/27/2015-12:20:41,wpg5026,34,10/27/2015-12:20:41,FALSE
1515,2,Red Hat Robbers,89,Team J.A.Z.,Suspect is seen exiting the van from the driver side then returning to the van and donning a red baseball hat.,event,AGParadis,145,10/27/2015-12:20:41,AGParadis,145,10/27/2015-12:20:41,FALSE
1517,2,Red Hat Robbers,84,CANTalytics,A man called the State College Police,person,ral5341,33,10/27/2015-12:20:44,ral5341,33,10/27/2015-12:20:44,FALSE
1518,2,Red Hat Robbers,77,Caught red-handed,Northwest Savings Bank,location,LorenzoAuffant,54,10/27/2015-12:20:45,LorenzoAuffant,54,11/01/2015-14:31:22,FALSE
1519,2,Red Hat Robbers,87,TeamJaws,5:13 pm: Suspect is seen exiting the van from the driver side then returning to the van and donning a red baseball hat.,event,epm5108,61,10/27/2015-12:20:46,epm5108,61,10/29/2015-12:15:46,TRUE
1520,2,Red Hat Robbers,79,JMN 231,"The owner claims that one of his work trucks had been reported stolen from the job site on January 22st by one of his employees, Mr. Patrick Redd",event,jpz5064,139,10/27/2015-12:20:53,jpz5064,139,10/27/2015-12:21:22,FALSE
1521,2,Red Hat Robbers,81,Triple Threat ,taking the security down,event,kmc6016,36,10/27/2015-12:20:56,kmc6016,36,10/27/2015-12:20:57,FALSE
1522,2,Red Hat Robbers,92,Red Hat Analysts ,Erika Keen,person,cmg5726,133,10/27/2015-12:21:02,cmg5726,133,10/27/2015-12:21:36,FALSE
1523,2,Red Hat Robbers,90,MSR,Vicki Wiser,person,mib5572,142,10/27/2015-12:21:05,mib5572,142,10/27/2015-12:21:05,FALSE
1524,2,Red Hat Robbers,82,Analyticats,Michelle Leblanc,person,gkw5026,141,10/27/2015-12:21:07,Emelendez89,153,11/01/2015-16:56:15,FALSE
1526,2,Red Hat Robbers,83,GracieAbeMacy,SB suspect 2,person,,,10/27/2015-12:21:13,pjg5172,136,10/27/2015-12:24:50,FALSE
1525,2,Red Hat Robbers,83,GracieAbeMacy,SB robbers,organization,pjg5172,136,10/27/2015-12:21:13,pjg5172,136,10/27/2015-12:24:23,FALSE
1527,2,Red Hat Robbers,85,Team CMP,Reliance Bank,organization,mikemorelli,132,10/27/2015-12:21:17,mikemorelli,132,10/27/2015-12:21:17,FALSE
1528,2,Red Hat Robbers,77,Caught red-handed,4:15 PM: Suspect seen approaching the bank from Patton Ln.,event,davidsmitchell,65,10/27/2015-12:21:23,davidsmitchell,65,10/27/2015-12:21:23,FALSE
1529,2,Red Hat Robbers,85,Team CMP,Sovereign Bank,organization,mikemorelli,132,10/27/2015-12:21:27,mikemorelli,132,10/27/2015-12:21:27,FALSE
1533,2,Red Hat Robbers,90,MSR,Dalton Graves,person,mib5572,142,10/27/2015-12:21:28,mib5572,142,10/27/2015-12:21:28,FALSE
1531,2,Red Hat Robbers,87,TeamJaws,5:10 pm: A white van can be seen first entering the parking lot.,event,epm5108,61,10/27/2015-12:21:28,epm5108,61,10/27/2015-12:21:28,FALSE
1534,2,Red Hat Robbers,82,Analyticats,Mike Holden,person,gkw5026,141,10/27/2015-12:21:28,Emelendez89,153,11/01/2015-16:56:22,FALSE
1532,2,Red Hat Robbers,77,Caught red-handed,Michelle Leblanc,person,LorenzoAuffant,54,10/27/2015-12:21:28,LorenzoAuffant,54,11/01/2015-17:18:34,FALSE
1535,2,Red Hat Robbers,87,TeamJaws,"‰ÛÏI was I forced to participate; the guy had a gun‰Û_no way I would have done this otherwise‰Û_check the video, you will see I didn‰Ûªt want to be there‰Û_I told the teller about the gun‰Û_ask her.‰Ûù",resource,asl5270,24,10/27/2015-12:21:32,asl5270,24,10/27/2015-12:21:32,FALSE
1536,2,Red Hat Robbers,84,CANTalytics,G W Auto Collision Repair,location,Bsk5105,30,10/27/2015-12:21:37,Bsk5105,30,10/27/2015-12:21:37,FALSE
