group,user,time,action,object,tool
83,136,2015/11/1 16:38:30,read,location,network
83,136,2015/11/1 16:38:32,read,person,network
83,136,2015/11/1 16:38:35,read,person,network
83,136,2015/11/1 16:38:46,focused,document,document
83,136,2015/11/1 16:38:50,updated,person,network
83,136,2015/11/1 16:38:52,read,event,network
83,136,2015/11/1 16:38:56,read,person,network
83,136,2015/11/1 16:39:07,updated,person,network
83,136,2015/11/1 16:39:09,read,person,network
83,136,2015/11/1 16:39:17,read,location,document
83,136,2015/11/1 16:39:17,read,annotation,document
83,136,2015/11/1 16:39:47,created,relationship,document
83,136,2015/11/1 16:39:47,created,event,document
83,136,2015/11/1 16:39:47,created,annotation,document
83,136,2015/11/1 16:39:52,focused,network,network
83,136,2015/11/1 16:39:54,focused,document,document
83,136,2015/11/1 16:39:54,read,annotation,document
83,136,2015/11/1 16:39:54,read,location,document
83,136,2015/11/1 16:39:54,read,annotation,document
83,136,2015/11/1 16:39:58,focused,network,network
83,136,2015/11/1 16:40:08,read,event,network
83,136,2015/11/1 16:40:40,created,relationship,network
83,136,2015/11/1 16:41:21,created,relationship,network
83,136,2015/11/1 16:41:32,created,relationship,network
83,136,2015/11/1 16:42:31,read,person,network
83,136,2015/11/1 16:42:41,updated,person,network
83,136,2015/11/1 16:42:44,read,person,network
83,136,2015/11/1 16:42:55,updated,person,network
83,136,2015/11/1 16:42:57,read,person,network
83,136,2015/11/1 16:43:05,updated,person,network
83,136,2015/11/1 16:43:24,focused,document,document
83,136,2015/11/1 16:43:37,created,annotation,document
83,136,2015/11/1 16:43:37,created,event,document
83,136,2015/11/1 16:43:40,read,event,document
83,136,2015/11/1 16:43:40,read,annotation,document
83,136,2015/11/1 16:43:49,read,event,document
83,136,2015/11/1 16:43:49,read,annotation,document
83,136,2015/11/1 16:43:52,focused,network,network
83,136,2015/11/1 16:43:56,read,event,network
83,136,2015/11/1 16:43:58,focused,document,document
83,136,2015/11/1 16:43:59,read,event,document
83,136,2015/11/1 16:43:59,read,annotation,document
83,136,2015/11/1 16:44:02,read,event,document
83,136,2015/11/1 16:44:02,read,annotation,document
83,136,2015/11/1 16:44:08,updated,event,document
83,136,2015/11/1 16:44:08,updated,relationship,document
83,136,2015/11/1 16:44:08,updated,annotation,document
83,136,2015/11/1 16:44:15,focused,network,network
83,136,2015/11/1 16:44:52,created,relationship,network
83,136,2015/11/1 16:45:12,created,relationship,network
83,136,2015/11/1 16:45:30,created,relationship,network
83,136,2015/11/1 16:48:11,read,person,network
83,136,2015/11/1 16:48:22,updated,person,network
83,136,2015/11/1 16:48:26,read,person,network
83,136,2015/11/1 16:48:38,updated,person,network
83,136,2015/11/1 16:48:40,read,person,network
83,136,2015/11/1 16:48:51,updated,person,network
83,136,2015/11/1 16:49:07,read,person,document
83,136,2015/11/1 16:49:07,read,annotation,document
83,136,2015/11/1 16:49:12,focused,document,document
83,136,2015/11/1 16:49:20,read,event,network
83,136,2015/11/1 16:49:22,read,event,network
83,136,2015/11/1 16:49:25,read,event,network
83,136,2015/11/1 16:49:27,read,event,network
83,136,2015/11/1 16:49:33,read,event,network
83,136,2015/11/1 16:49:36,read,event,network
83,136,2015/11/1 16:49:39,read,event,network
83,136,2015/11/1 16:49:41,read,event,network
83,136,2015/11/1 16:50:15,focused,document,document
83,136,2015/11/1 16:50:32,focused,network,network
83,136,2015/11/1 16:50:34,read,relationship,network
83,136,2015/11/1 17:04:27,read,location,network
83,136,2015/11/1 17:04:28,read,relationship,network
83,151,2015/10/27 11:39:25,focused,message,message
83,151,2015/10/27 11:41:02,focused,document,document
83,151,2015/10/27 11:42:29,focused,document,document
83,151,2015/10/27 11:47:44,filtered,documents,document table
83,151,2015/10/27 11:48:17,focused,document,document
83,151,2015/10/27 11:48:46,focused,document,document
83,151,2015/10/27 11:49:31,focused,document,document
83,151,2015/10/27 11:49:33,read,person,document
83,151,2015/10/27 11:49:33,read,annotation,document
83,151,2015/10/27 11:50:40,focused,document,document
83,151,2015/10/27 11:50:42,read,location,document
83,151,2015/10/27 11:50:42,read,annotation,document
83,151,2015/10/27 11:51:08,read,location,document
83,151,2015/10/27 11:51:08,read,annotation,document
83,151,2015/10/27 11:51:39,filtered,documents,document table
83,151,2015/10/27 11:51:44,defiltered,documents,document table
83,151,2015/10/27 11:51:45,filtered,documents,document table
83,151,2015/10/27 11:51:47,defiltered,documents,document table
83,151,2015/10/27 11:51:51,filtered,documents,document table
83,151,2015/10/27 11:51:52,defiltered,documents,document table
83,151,2015/10/27 11:51:56,focused,document,document
83,151,2015/10/27 11:52:11,read,organization,document
83,151,2015/10/27 11:52:11,read,annotation,document
83,151,2015/10/27 11:52:12,read,organization,document
83,151,2015/10/27 11:52:12,read,annotation,document
83,151,2015/10/27 11:52:15,read,person,document
83,151,2015/10/27 11:52:15,read,annotation,document
83,151,2015/10/27 11:52:20,read,location,document
83,151,2015/10/27 11:52:20,read,annotation,document
83,151,2015/10/27 11:52:23,read,annotation,document
83,151,2015/10/27 11:52:23,read,person,document
83,151,2015/10/27 11:53:12,created,location,document
83,151,2015/10/27 11:53:12,created,annotations,document
83,151,2015/10/27 11:53:14,read,location,document
83,151,2015/10/27 11:53:14,read,annotation,document
83,151,2015/10/27 11:53:21,read,person,document
83,151,2015/10/27 11:53:21,read,annotation,document
83,151,2015/10/27 11:53:33,read,person,document
83,151,2015/10/27 11:53:33,read,annotation,document
83,151,2015/10/27 11:53:35,read,annotation,document
83,151,2015/10/27 11:53:39,read,annotation,document
83,151,2015/10/27 11:53:42,read,annotation,document
83,151,2015/10/27 11:53:44,read,annotation,document
83,151,2015/10/27 11:54:02,read,person,document
83,151,2015/10/27 11:54:02,read,annotation,document
83,151,2015/10/27 11:55:15,read,location,document
83,151,2015/10/27 11:55:15,read,annotation,document
83,151,2015/10/27 11:55:17,read,location,document
83,151,2015/10/27 11:55:17,read,annotation,document
83,151,2015/10/27 11:55:24,read,event,document
83,151,2015/10/27 11:55:24,read,annotation,document
83,151,2015/10/27 11:57:38,focused,document,document
83,151,2015/10/27 11:57:40,read,person,document
83,151,2015/10/27 11:57:40,read,annotation,document
83,151,2015/10/27 11:58:58,created,person,document
83,151,2015/10/27 11:58:58,created,annotations,document
83,151,2015/10/27 11:59:17,created,person,document
83,151,2015/10/27 11:59:17,created,annotations,document
83,151,2015/10/27 11:59:56,created,person,document
83,151,2015/10/27 11:59:56,created,annotations,document
83,151,2015/10/27 12:01:45,created,location,document
83,151,2015/10/27 12:01:45,created,annotations,document
83,151,2015/10/27 12:02:04,created,person,document
83,151,2015/10/27 12:02:04,created,annotations,document
83,151,2015/10/27 12:02:20,created,person,document
83,151,2015/10/27 12:02:20,created,annotations,document
83,151,2015/10/27 12:02:37,created,person,document
83,151,2015/10/27 12:02:37,created,annotations,document
83,151,2015/10/27 12:03:20,created,location,document
83,151,2015/10/27 12:03:20,created,annotations,document
83,151,2015/10/27 12:03:51,created,person,document
83,151,2015/10/27 12:03:51,created,annotations,document
83,151,2015/10/27 12:04:19,created,person,document
83,151,2015/10/27 12:04:19,created,annotations,document
83,151,2015/10/27 12:04:37,created,person,document
83,151,2015/10/27 12:04:37,created,annotations,document
83,151,2015/10/27 12:05:48,created,location,document
83,151,2015/10/27 12:05:48,created,annotations,document
83,151,2015/10/27 12:06:19,focused,annotation table,annotation table
83,151,2015/10/27 12:06:25,filtered,annotations,annotation table
83,151,2015/10/27 12:06:32,filtered,annotations,annotation table
83,151,2015/10/27 12:06:40,filtered,annotations,annotation table
83,151,2015/10/27 12:06:43,filtered,annotations,annotation table
83,151,2015/10/27 12:06:57,defiltered,documents,document table
83,151,2015/10/27 12:06:57,filtered,documents,document table
83,151,2015/10/27 12:06:59,defiltered,documents,document table
83,151,2015/10/27 12:07:14,defiltered,annotation,filter bar
83,151,2015/10/27 12:07:16,read,person,document
83,151,2015/10/27 12:07:16,read,annotation,document
83,151,2015/10/27 12:07:17,read,person,document
83,151,2015/10/27 12:07:17,read,annotation,document
83,151,2015/10/27 12:07:18,read,person,document
83,151,2015/10/27 12:07:18,read,annotation,document
83,151,2015/10/27 12:07:30,focused,annotation table,annotation table
83,151,2015/10/27 12:07:52,read,person,document
83,151,2015/10/27 12:07:52,read,annotation,document
83,151,2015/10/27 12:07:52,read,person,document
83,151,2015/10/27 12:07:52,read,annotation,document
83,151,2015/10/27 12:08:45,created,person,document
83,151,2015/10/27 12:08:45,created,annotations,document
83,151,2015/10/27 12:10:10,created,person,document
83,151,2015/10/27 12:10:10,created,annotations,document
83,151,2015/10/27 12:10:15,read,person,document
83,151,2015/10/27 12:10:15,read,annotation,document
83,151,2015/10/27 12:10:57,created,person,document
83,151,2015/10/27 12:10:57,created,annotations,document
83,151,2015/10/27 12:10:58,read,person,document
83,151,2015/10/27 12:10:58,read,annotation,document
83,151,2015/10/27 12:11:59,read,organization,document
83,151,2015/10/27 12:11:59,read,annotation,document
83,151,2015/10/27 12:12:05,read,location,document
83,151,2015/10/27 12:12:05,read,annotation,document
83,151,2015/10/27 12:12:24,read,organization,document
83,151,2015/10/27 12:12:24,read,annotation,document
83,151,2015/10/27 12:12:26,read,person,document
83,151,2015/10/27 12:12:26,read,annotation,document
83,151,2015/10/27 12:12:45,read,person,document
83,151,2015/10/27 12:12:45,read,annotation,document
83,151,2015/10/27 12:12:46,read,person,document
83,151,2015/10/27 12:12:46,read,annotation,document
83,151,2015/10/27 12:12:50,read,person,document
83,151,2015/10/27 12:12:50,read,annotation,document
83,151,2015/10/27 12:12:56,read,person,document
83,151,2015/10/27 12:12:56,read,annotation,document
83,151,2015/10/27 12:12:56,read,person,document
83,151,2015/10/27 12:12:56,read,annotation,document
83,151,2015/10/27 12:13:00,read,person,document
83,151,2015/10/27 12:13:00,read,annotation,document
83,151,2015/10/27 12:13:06,read,person,document
83,151,2015/10/27 12:13:06,read,annotation,document
83,151,2015/10/27 12:13:18,read,person,document
83,151,2015/10/27 12:13:18,read,annotation,document
83,151,2015/10/27 12:13:42,read,person,document
83,151,2015/10/27 12:13:42,read,annotation,document
83,151,2015/10/27 12:13:57,focused,resource table,resource table
83,151,2015/10/27 12:14:03,read,resource,table
83,151,2015/10/27 12:16:15,read,annotation,document
83,151,2015/10/27 12:16:15,read,organization,document
83,151,2015/10/27 12:17:28,read,person,document
83,151,2015/10/27 12:17:28,read,annotation,document
83,151,2015/10/27 12:17:37,read,person,document
83,151,2015/10/27 12:17:37,read,annotation,document
83,151,2015/10/27 12:17:43,read,person,document
83,151,2015/10/27 12:17:43,read,annotation,document
83,151,2015/10/27 12:17:46,read,person,document
83,151,2015/10/27 12:17:46,read,annotation,document
83,151,2015/10/27 12:18:03,focused,resource table,resource table
83,151,2015/10/27 12:18:06,defiltered,resources,resource table
83,151,2015/10/27 12:18:06,filtered,resources,resource table
83,151,2015/10/27 12:18:10,focused,document,document
83,151,2015/10/27 12:18:19,read,event,document
83,151,2015/10/27 12:18:19,read,annotation,document
83,151,2015/10/27 12:18:20,filtered,documents,document table
83,151,2015/10/27 12:18:24,filtered,documents,document table
83,151,2015/10/27 12:18:27,filtered,documents,document table
83,151,2015/10/27 12:18:31,filtered,documents,document table
83,151,2015/10/27 12:18:31,defiltered,documents,document table
83,151,2015/10/27 12:18:32,defiltered,documents,document table
83,151,2015/10/27 12:18:51,read,person,document
83,151,2015/10/27 12:18:51,read,annotation,document
83,151,2015/10/27 12:18:55,read,person,document
83,151,2015/10/27 12:18:55,read,annotation,document
83,151,2015/10/27 12:19:44,filtered,documents,document table
83,151,2015/10/27 12:19:47,defiltered,documents,document table
83,151,2015/10/27 12:20:23,read,annotation,document
83,151,2015/10/27 12:20:34,focused,document,document
83,151,2015/10/27 12:20:37,read,organization,document
83,151,2015/10/27 12:20:37,read,annotation,document
83,151,2015/10/27 12:22:12,created,location,document
83,151,2015/10/27 12:22:12,created,annotation,document
83,151,2015/10/27 12:22:26,read,annotation,document
83,151,2015/10/27 12:22:31,focused,document,document
83,151,2015/10/27 12:24:43,created,person,document
83,151,2015/10/27 12:24:43,created,annotation,document
83,151,2015/10/29 11:14:48,focused,document,document
83,151,2015/10/29 11:15:16,read,person,document
83,151,2015/10/29 11:15:16,read,annotation,document
83,151,2015/10/29 11:15:21,read,event,document
83,151,2015/10/29 11:15:21,read,annotation,document
83,151,2015/10/29 11:15:23,read,event,document
83,151,2015/10/29 11:15:23,read,annotation,document
83,151,2015/10/29 11:19:17,focused,map,map
83,151,2015/10/29 11:19:21,focused,network,network
83,151,2015/10/29 11:19:32,read,person,network
83,151,2015/10/29 11:19:36,read,person,network
83,151,2015/10/29 11:19:59,focused,network,network
83,151,2015/10/29 11:20:15,read,person,network
83,151,2015/10/29 11:26:33,read,location,document
83,151,2015/10/29 11:26:33,read,annotation,document
83,151,2015/10/29 11:27:12,read,annotation,document
83,151,2015/10/29 11:27:12,read,person,document
83,151,2015/10/29 11:28:18,read,location,document
83,151,2015/10/29 11:28:18,read,organization,document
83,151,2015/10/29 11:28:18,read,annotation,document
83,151,2015/10/29 11:28:33,read,location,document
83,151,2015/10/29 11:28:33,read,annotation,document
83,151,2015/10/29 11:28:40,focused,network,network
83,151,2015/10/29 11:28:49,read,organization,network
83,151,2015/10/29 11:29:02,read,person,network
83,151,2015/10/29 11:29:31,read,person,network
83,151,2015/10/29 11:29:36,read,person,network
83,151,2015/10/29 11:29:43,read,person,network
83,151,2015/10/29 11:29:52,read,resource,network
83,151,2015/10/29 11:30:28,focused,timeline,timeline
83,151,2015/10/29 11:31:03,read,location,document
83,151,2015/10/29 11:31:03,read,annotation,document
83,151,2015/10/29 11:31:37,read,location,document
83,151,2015/10/29 11:31:37,read,annotation,document
83,151,2015/10/29 11:36:03,focused,map,map
83,151,2015/10/29 11:36:04,read,location,document
83,151,2015/10/29 11:36:04,read,organization,document
83,151,2015/10/29 11:36:04,read,annotation,document
83,151,2015/10/29 11:36:05,read,location,map
83,151,2015/10/29 11:36:07,read,location,map
83,151,2015/10/29 11:36:08,read,location,map
83,151,2015/10/29 11:36:10,read,location,map
83,151,2015/10/29 11:36:16,read,location,map
83,151,2015/10/29 11:36:20,read,location,map
83,151,2015/10/29 11:36:22,read,location,map
83,151,2015/10/29 11:36:26,read,location,document
83,151,2015/10/29 11:36:26,read,annotation,document
83,151,2015/10/29 11:36:35,read,location,document
83,151,2015/10/29 11:36:35,read,organization,document
83,151,2015/10/29 11:36:35,read,annotation,document
83,151,2015/10/29 11:36:38,read,annotation,document
83,151,2015/10/29 11:36:38,read,location,document
83,151,2015/10/29 11:36:38,read,annotation,document
83,151,2015/10/29 11:36:52,read,location,document
83,151,2015/10/29 11:36:52,read,organization,document
83,151,2015/10/29 11:36:52,read,annotation,document
83,151,2015/10/29 11:37:15,updated,location,document
83,151,2015/10/29 11:37:15,updated,annotation,document
83,151,2015/10/29 11:37:17,focused,map,map
83,151,2015/10/29 11:37:24,read,location,map
83,151,2015/10/29 11:37:25,read,location,map
83,151,2015/10/29 11:37:25,read,location,map
83,151,2015/10/29 11:37:26,read,location,map
83,151,2015/10/29 11:37:30,focused,document,document
83,151,2015/10/29 11:37:31,read,location,document
83,151,2015/10/29 11:37:31,read,annotation,document
83,151,2015/10/29 11:37:38,read,location,document
83,151,2015/10/29 11:37:38,read,annotation,document
83,151,2015/10/29 11:37:40,read,location,document
83,151,2015/10/29 11:37:40,read,annotation,document
83,151,2015/10/29 11:37:41,read,location,document
83,151,2015/10/29 11:37:41,read,annotation,document
83,151,2015/10/29 11:37:43,read,location,document
83,151,2015/10/29 11:37:43,read,annotation,document
83,151,2015/10/29 11:37:45,read,annotation,document
83,151,2015/10/29 11:37:56,read,location,document
83,151,2015/10/29 11:37:56,read,annotation,document
83,151,2015/10/29 11:38:05,focused,annotation table,annotation table
83,151,2015/10/29 11:38:06,read,person,document
83,151,2015/10/29 11:38:06,read,annotation,document
83,151,2015/10/29 11:38:10,filtered,annotations,annotation table
83,151,2015/10/29 11:38:17,defiltered,annotations,annotation table
83,151,2015/10/29 11:38:18,filtered,annotations,annotation table
83,151,2015/10/29 11:38:20,filtered,annotations,annotation table
83,151,2015/10/29 11:38:20,defiltered,annotations,annotation table
83,151,2015/10/29 11:38:21,filtered,annotations,annotation table
83,151,2015/10/29 11:38:21,defiltered,annotations,annotation table
83,151,2015/10/29 11:38:22,filtered,annotations,annotation table
83,151,2015/10/29 11:38:35,focused,annotation table,annotation table
83,151,2015/10/29 11:38:35,focused,document,document
83,151,2015/10/29 11:38:35,focused,document,document
83,151,2015/10/29 11:38:35,focused,map,map
83,151,2015/10/29 11:38:36,focused,annotation table,annotation table
83,151,2015/10/29 11:38:36,focused,annotation table,annotation table
83,151,2015/10/29 11:38:36,focused,annotation table,annotation table
83,151,2015/10/29 11:38:36,focused,document,document
83,151,2015/10/29 11:38:36,focused,document,document
83,151,2015/10/29 11:38:36,focused,map,map
83,151,2015/10/29 11:38:36,focused,map,map
83,151,2015/10/29 11:38:36,focused,map,map
83,151,2015/10/29 11:38:45,focused,document,document
83,151,2015/10/29 11:38:48,focused,annotation table,annotation table
83,151,2015/10/29 11:38:50,filtered,annotations,annotation table
83,151,2015/10/29 11:38:56,focused,document,document
83,151,2015/10/29 11:38:58,read,location,document
83,151,2015/10/29 11:38:58,read,annotation,document
83,151,2015/10/29 11:39:01,read,location,document
83,151,2015/10/29 11:39:01,read,annotation,document
83,151,2015/10/29 11:39:09,deleted,annotation,document
83,151,2015/10/29 11:39:12,read,location,document
83,151,2015/10/29 11:39:12,read,annotation,document
83,151,2015/10/29 11:39:20,read,location,document
83,151,2015/10/29 11:39:20,read,annotation,document
83,151,2015/10/29 11:39:22,deleted,annotation,document
83,151,2015/10/29 11:39:24,read,event,document
83,151,2015/10/29 11:39:24,read,annotation,document
83,151,2015/10/29 11:40:10,updated,location,document
83,151,2015/10/29 11:40:10,created,annotation,document
83,151,2015/10/29 11:40:17,focused,timeline,timeline
83,151,2015/10/29 11:40:25,focused,map,map
83,151,2015/10/29 11:40:40,read,location,document
83,151,2015/10/29 11:40:40,read,annotation,document
83,151,2015/10/29 11:40:43,read,location,document
83,151,2015/10/29 11:40:43,read,annotation,document
83,151,2015/10/29 11:40:50,focused,annotation table,annotation table
83,151,2015/10/29 11:40:52,focused,document,document
83,151,2015/10/29 11:40:59,focused,document,document
83,151,2015/10/29 11:41:04,read,person,document
83,151,2015/10/29 11:41:04,read,annotation,document
83,151,2015/10/29 11:41:10,focused,document,document
83,151,2015/10/29 11:41:17,focused,document,document
83,151,2015/10/29 11:41:32,focused,network,network
83,151,2015/10/29 11:41:37,focused,document,document
83,151,2015/10/29 11:42:10,focused,document,document
83,151,2015/10/29 11:42:18,defiltered,annotation,filter bar
83,151,2015/10/29 11:42:19,focused,document,document
83,151,2015/10/29 11:42:27,focused,document,document
83,151,2015/10/29 11:43:05,read,person,document
83,151,2015/10/29 11:43:05,read,annotation,document
83,151,2015/10/29 11:43:21,updated,location,document
83,151,2015/10/29 11:43:21,created,annotation,document
83,151,2015/10/29 11:43:25,focused,map,map
83,151,2015/10/29 11:43:26,read,location,map
83,151,2015/10/29 11:43:27,read,location,map
83,151,2015/10/29 11:43:29,read,location,map
83,151,2015/10/29 11:43:33,read,location,map
83,151,2015/10/29 11:43:47,read,annotation,document
83,151,2015/10/29 11:43:47,read,location,document
83,151,2015/10/29 11:44:58,updated,location,document
83,151,2015/10/29 11:44:58,created,annotation,document
83,151,2015/10/29 11:45:04,focused,map,map
83,151,2015/10/29 11:45:07,read,location,map
83,151,2015/10/29 11:45:42,read,person,document
83,151,2015/10/29 11:45:42,read,annotation,document
83,151,2015/10/29 11:45:49,focused,map,map
83,151,2015/10/29 11:45:50,read,location,map
83,151,2015/10/29 11:46:38,created,location,document
83,151,2015/10/29 11:46:38,created,annotation,document
83,151,2015/10/29 11:46:40,focused,map,map
83,151,2015/10/29 11:47:11,created,annotation,document
83,151,2015/10/29 11:47:11,updated,location,document
83,151,2015/10/29 11:47:15,focused,map,map
83,151,2015/10/29 11:47:23,read,location,map
83,151,2015/10/29 11:47:25,read,location,map
83,151,2015/10/29 11:47:26,read,location,map
83,151,2015/10/29 11:47:36,read,location,map
83,151,2015/10/29 11:47:43,read,location,map
83,151,2015/10/29 11:47:53,read,location,document
83,151,2015/10/29 11:47:53,read,annotation,document
83,151,2015/10/29 11:48:41,updated,location,document
83,151,2015/10/29 11:48:41,created,annotation,document
83,151,2015/10/29 11:49:44,focused,map,map
83,151,2015/10/29 11:49:48,read,location,map
83,151,2015/10/29 11:49:51,read,location,map
83,151,2015/10/29 11:50:14,read,location,map
83,151,2015/10/29 11:50:15,read,location,map
83,151,2015/10/29 11:50:17,read,location,map
83,151,2015/10/29 11:50:27,focused,map,map
83,151,2015/10/29 11:50:29,read,location,map
83,151,2015/10/29 11:50:33,read,location,map
83,151,2015/10/29 11:50:45,read,location,map
83,151,2015/10/29 11:51:03,read,location,map
83,151,2015/10/29 11:51:13,read,location,map
83,151,2015/10/29 11:51:15,read,location,map
83,151,2015/10/29 11:51:29,read,location,document
83,151,2015/10/29 11:51:29,read,annotation,document
83,151,2015/10/29 11:51:32,deleted,annotation,document
83,151,2015/10/29 11:52:21,created,annotation,document
83,151,2015/10/29 11:52:21,updated,location,document
83,151,2015/10/29 11:52:23,focused,map,map
83,151,2015/10/29 11:52:31,read,location,map
83,151,2015/10/29 11:52:33,read,location,map
83,151,2015/10/29 11:52:34,read,location,map
83,151,2015/10/29 11:52:42,read,location,document
83,151,2015/10/29 11:52:42,read,annotation,document
83,151,2015/10/29 11:52:52,read,location,document
83,151,2015/10/29 11:52:52,read,annotation,document
83,151,2015/10/29 11:52:59,focused,map,map
83,151,2015/10/29 11:53:05,read,location,map
83,151,2015/10/29 11:53:14,read,location,map
83,151,2015/10/29 11:53:30,read,location,document
83,151,2015/10/29 11:53:30,read,annotation,document
83,151,2015/10/29 11:53:31,read,location,document
83,151,2015/10/29 11:53:31,read,annotation,document
83,151,2015/10/29 11:53:40,read,location,document
83,151,2015/10/29 11:53:40,read,annotation,document
83,151,2015/10/29 11:53:42,deleted,annotation,document
83,151,2015/10/29 11:54:16,read,person,document
83,151,2015/10/29 11:54:16,read,annotation,document
83,151,2015/10/29 11:54:39,updated,location,document
83,151,2015/10/29 11:54:39,created,annotation,document
83,151,2015/10/29 11:55:19,read,person,document
83,151,2015/10/29 11:55:19,read,annotation,document
83,151,2015/10/29 11:56:22,read,organization,document
83,151,2015/10/29 11:56:22,read,annotation,document
83,151,2015/10/29 11:56:25,read,organization,document
83,151,2015/10/29 11:56:25,read,annotation,document
83,151,2015/10/29 11:56:27,read,location,document
83,151,2015/10/29 11:56:27,read,annotation,document
83,151,2015/10/29 11:56:29,read,location,document
83,151,2015/10/29 11:56:29,read,annotation,document
83,151,2015/10/29 11:56:36,focused,map,map
83,151,2015/10/29 11:56:40,read,location,map
83,151,2015/10/29 11:57:02,read,location,map
83,151,2015/10/29 11:57:18,read,location,map
83,151,2015/10/29 11:57:21,read,location,map
83,151,2015/10/29 11:57:25,read,location,map
83,151,2015/10/29 11:57:47,read,organization,document
83,151,2015/10/29 11:57:47,read,annotation,document
83,151,2015/10/29 11:57:52,read,organization,document
83,151,2015/10/29 11:57:52,read,annotation,document
83,151,2015/10/29 11:57:56,read,organization,document
83,151,2015/10/29 11:57:56,read,annotation,document
83,151,2015/10/29 11:57:59,deleted,annotation,document
83,151,2015/10/29 11:58:30,read,person,document
83,151,2015/10/29 11:58:30,read,annotation,document
83,151,2015/10/29 11:58:42,created,annotation,document
83,151,2015/10/29 11:58:42,created,location,document
83,151,2015/10/29 11:58:49,focused,map,map
83,151,2015/10/29 11:58:54,read,location,map
83,151,2015/10/29 11:58:57,read,location,map
83,151,2015/10/29 11:58:57,read,location,map
83,151,2015/10/29 11:58:58,read,location,map
83,151,2015/10/29 11:59:04,read,location,map
83,151,2015/10/29 11:59:11,read,location,map
83,151,2015/10/29 12:01:13,read,location,map
83,151,2015/10/29 12:01:18,read,location,map
83,151,2015/10/29 12:01:21,read,location,map
83,151,2015/10/29 12:01:26,read,location,map
83,151,2015/10/29 12:01:31,read,location,map
83,151,2015/10/29 12:01:32,read,location,map
83,151,2015/10/29 12:01:33,read,location,map
83,151,2015/10/29 12:01:34,read,location,map
83,151,2015/10/29 12:02:29,focused,map,map
83,151,2015/10/29 12:02:32,read,location,map
83,151,2015/10/29 12:02:41,read,location,map
83,151,2015/10/29 12:02:45,read,location,map
83,151,2015/10/29 12:02:49,read,location,map
83,151,2015/10/29 12:02:56,read,location,map
83,151,2015/10/29 12:03:05,read,location,map
83,151,2015/10/29 12:03:06,read,location,map
83,151,2015/10/29 12:03:07,read,location,map
83,151,2015/10/29 12:03:18,read,location,map
83,151,2015/10/29 12:03:20,read,location,map
83,151,2015/10/29 12:03:35,read,location,map
83,151,2015/10/29 12:03:55,read,location,map
83,151,2015/10/29 12:03:59,read,location,map
83,151,2015/10/29 12:04:18,read,location,map
83,151,2015/10/29 12:04:28,read,location,map
83,151,2015/10/29 12:04:34,read,location,map
83,151,2015/10/29 12:04:35,read,location,map
83,151,2015/10/29 12:04:39,read,location,map
83,151,2015/10/29 12:04:43,read,location,map
83,151,2015/10/29 12:04:47,read,location,map
83,151,2015/10/29 12:04:52,read,location,map
83,151,2015/10/29 12:04:55,read,location,map
83,151,2015/10/29 12:04:58,read,location,map
83,151,2015/10/29 12:05:14,read,location,map
83,151,2015/10/29 12:05:29,read,location,map
83,151,2015/10/29 12:05:44,read,location,map
83,151,2015/10/29 12:05:50,read,location,map
83,151,2015/10/29 12:05:53,read,location,map
83,151,2015/10/29 12:05:57,read,location,map
83,151,2015/10/29 12:06:01,read,location,map
83,151,2015/10/29 12:06:15,read,location,map
83,151,2015/10/29 12:06:24,read,location,map
83,151,2015/10/29 12:06:50,read,location,map
83,151,2015/10/29 12:06:52,read,location,map
83,151,2015/10/29 12:07:11,read,location,map
83,151,2015/10/29 12:07:53,read,location,map
83,151,2015/10/29 12:08:22,read,location,map
83,151,2015/10/29 12:08:25,read,location,map
83,151,2015/10/29 12:08:28,read,location,map
83,151,2015/10/29 12:09:00,read,location,map
83,151,2015/10/29 12:09:12,read,location,map
83,151,2015/10/29 12:09:15,read,location,map
83,151,2015/10/29 12:09:40,read,location,map
83,151,2015/10/29 12:09:41,read,location,map
83,151,2015/10/29 12:09:48,read,location,map
83,151,2015/10/29 12:09:57,read,location,map
83,151,2015/10/29 12:10:12,read,location,map
83,151,2015/10/29 12:10:18,read,location,map
83,151,2015/10/29 12:10:19,read,location,map
83,151,2015/10/29 12:10:25,read,location,map
83,151,2015/10/29 12:10:26,read,location,map
83,151,2015/10/29 12:10:28,read,location,map
83,151,2015/10/29 12:11:10,read,location,map
83,151,2015/10/29 12:11:16,read,location,map
83,151,2015/10/29 12:11:24,read,location,map
83,151,2015/10/29 12:11:26,read,location,map
83,151,2015/10/29 12:11:32,read,location,map
83,151,2015/10/29 12:11:35,read,location,map
83,151,2015/10/29 12:11:56,read,location,map
83,151,2015/10/29 12:12:19,read,location,map
83,151,2015/10/29 12:12:22,read,location,map
83,151,2015/10/29 12:12:26,read,location,map
83,151,2015/10/29 12:12:29,read,location,map
83,151,2015/10/29 12:12:32,read,location,map
83,151,2015/10/29 12:12:35,read,location,map
83,151,2015/10/29 12:12:37,read,location,map
83,151,2015/10/29 12:12:40,read,location,map
83,151,2015/10/29 12:12:56,read,location,map
83,151,2015/10/29 12:12:59,read,location,map
83,151,2015/10/29 12:13:07,read,location,map
83,151,2015/10/29 12:13:11,read,location,map
83,151,2015/10/29 12:13:29,read,location,map
83,151,2015/10/29 12:15:27,read,location,map
83,151,2015/10/29 12:15:30,read,location,map
83,151,2015/10/29 12:15:37,read,location,map
83,151,2015/10/29 12:15:42,read,location,map
